,Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
6450,QCL,Crops and livestock products,21,Brazil,5510,Production,521,Pears,2000,2000,tonnes,16970.0,,Official data
6451,QCL,Crops and livestock products,21,Brazil,5510,Production,521,Pears,2001,2001,tonnes,21522.0,,Official data
6452,QCL,Crops and livestock products,21,Brazil,5510,Production,521,Pears,2002,2002,tonnes,19696.0,,Official data
6453,QCL,Crops and livestock products,21,Brazil,5510,Production,521,Pears,2003,2003,tonnes,19790.0,,Official data
6454,QCL,Crops and livestock products,21,Brazil,5510,Production,521,Pears,2004,2004,tonnes,19894.0,,Official data
6455,QCL,Crops and livestock products,21,Brazil,5510,Production,521,Pears,2005,2005,tonnes,19746.0,,Official data
6456,QCL,Crops and livestock products,21,Brazil,5510,Production,521,Pears,2006,2006,tonnes,18161.0,,Official data
6457,QCL,Crops and livestock products,21,Brazil,5510,Production,521,Pears,2007,2007,tonnes,17074.0,,Official data
6458,QCL,Crops and livestock products,21,Brazil,5510,Production,521,Pears,2008,2008,tonnes,17391.0,,Official data
6459,QCL,Crops and livestock products,21,Brazil,5510,Production,521,Pears,2009,2009,tonnes,14856.0,,Official data
6460,QCL,Crops and livestock products,21,Brazil,5510,Production,521,Pears,2010,2010,tonnes,16397.0,,Official data
6461,QCL,Crops and livestock products,21,Brazil,5510,Production,521,Pears,2011,2011,tonnes,20532.0,,Official data
6462,QCL,Crops and livestock products,21,Brazil,5510,Production,521,Pears,2012,2012,tonnes,21990.0,,Official data
6463,QCL,Crops and livestock products,21,Brazil,5510,Production,521,Pears,2013,2013,tonnes,22078.0,,Official data
6464,QCL,Crops and livestock products,21,Brazil,5510,Production,521,Pears,2014,2014,tonnes,19096.0,,Official data
6465,QCL,Crops and livestock products,21,Brazil,5510,Production,521,Pears,2015,2015,tonnes,21160.0,,Official data
6466,QCL,Crops and livestock products,21,Brazil,5510,Production,521,Pears,2016,2016,tonnes,14915.0,,Official data
6467,QCL,Crops and livestock products,21,Brazil,5510,Production,521,Pears,2017,2017,tonnes,22125.0,,Official data
6468,QCL,Crops and livestock products,21,Brazil,5510,Production,521,Pears,2018,2018,tonnes,19813.0,,Official data
6469,QCL,Crops and livestock products,21,Brazil,5510,Production,521,Pears,2019,2019,tonnes,16697.0,,Official data
6470,QCL,Crops and livestock products,21,Brazil,5510,Production,521,Pears,2020,2020,tonnes,15363.0,,Official data
6957,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1961,1961,tonnes,64260.0,,Official data
6958,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1962,1962,tonnes,80431.0,,Official data
6959,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1963,1963,tonnes,70609.0,,Official data
6960,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1964,1964,tonnes,92230.0,,Official data
6961,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1965,1965,tonnes,80412.0,,Official data
6962,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1966,1966,tonnes,102670.0,,Official data
6963,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1967,1967,tonnes,114989.0,,Official data
6964,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1968,1968,tonnes,129321.0,,Official data
6965,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1969,1969,tonnes,124633.0,,Official data
6966,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1970,1970,tonnes,135019.0,,Official data
6967,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1971,1971,tonnes,130179.0,,Official data
6968,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1972,1972,tonnes,106858.0,,Official data
6969,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1973,1973,tonnes,139647.0,,Official data
6970,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1974,1974,tonnes,81572.0,,Official data
6971,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1975,1975,tonnes,154631.0,,Official data
6972,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1976,1976,tonnes,90882.0,,Official data
6973,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1977,1977,tonnes,103272.0,,Official data
6974,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1978,1978,tonnes,90889.0,,Official data
6975,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1979,1979,tonnes,97519.0,,Official data
6976,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1980,1980,tonnes,95676.0,,Official data
6977,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1981,1981,tonnes,95716.0,,Official data
6978,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1982,1982,tonnes,86393.0,,Official data
6979,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1983,1983,tonnes,93188.0,,Official data
6980,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1984,1984,tonnes,91814.0,,Official data
6981,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1985,1985,tonnes,83648.0,,Official data
6982,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1986,1986,tonnes,83635.0,,Official data
6983,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1987,1987,tonnes,74322.0,,Official data
6984,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1988,1988,tonnes,72893.0,,Official data
6985,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1989,1989,tonnes,73603.0,,Official data
6986,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1990,1990,tonnes,61967.0,,Official data
6987,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1991,1991,tonnes,57519.0,,Official data
6988,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1992,1992,tonnes,48914.0,,Official data
6989,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1993,1993,tonnes,21006.0,,Official data
6990,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1994,1994,tonnes,34009.0,,Official data
6991,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1995,1995,tonnes,21550.0,,Official data
6992,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1996,1996,tonnes,24929.0,,Official data
6993,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1997,1997,tonnes,22611.0,,Official data
6994,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1998,1998,tonnes,20237.0,,Official data
6995,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,1999,1999,tonnes,18553.0,,Official data
6996,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,2000,2000,tonnes,15812.0,,Official data
6997,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,2001,2001,tonnes,1063.0,,Official data
6998,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,2002,2002,tonnes,1081.0,,Official data
6999,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,2003,2003,tonnes,1035.0,,Official data
7000,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,2004,2004,tonnes,1795.0,,Official data
7001,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,2005,2005,tonnes,750.0,,Official data
7002,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,2006,2006,tonnes,572.0,,Official data
7003,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,2007,2007,tonnes,965.0,,Official data
7004,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,2008,2008,tonnes,924.0,,Official data
7005,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,2009,2009,tonnes,1442.0,,Official data
7006,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,2010,2010,tonnes,1468.0,,Official data
7007,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,2011,2011,tonnes,1974.0,,Official data
7008,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,2012,2012,tonnes,1364.0,,Official data
7009,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,2013,2013,tonnes,2909.0,,Official data
7010,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,2014,2014,tonnes,2152.0,,Official data
7011,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,2015,2015,tonnes,2953.0,,Official data
7012,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,2016,2016,tonnes,1992.0,,Official data
7013,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,2017,2017,tonnes,2840.0,,Official data
7014,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,2018,2018,tonnes,3360.0,,Official data
7015,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,2019,2019,tonnes,5430.0,,Official data
7016,QCL,Crops and livestock products,27,Bulgaria,5510,Production,521,Pears,2020,2020,tonnes,2830.0,,Official data
8037,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1961,1961,tonnes,33489.0,,Official data
8038,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1962,1962,tonnes,39005.0,,Official data
8039,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1963,1963,tonnes,38278.0,,Official data
8040,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1964,1964,tonnes,45347.0,,Official data
8041,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1965,1965,tonnes,23235.0,,Official data
8042,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1966,1966,tonnes,43157.0,,Official data
8043,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1967,1967,tonnes,36303.0,,Official data
8044,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1968,1968,tonnes,37539.0,,Official data
8045,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1969,1969,tonnes,23109.0,,Official data
8046,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1970,1970,tonnes,37615.0,,Official data
8047,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1971,1971,tonnes,41122.0,,Official data
8048,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1972,1972,tonnes,39413.0,,Official data
8049,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1973,1973,tonnes,31440.0,,Official data
8050,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1974,1974,tonnes,37843.0,,Official data
8051,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1975,1975,tonnes,38216.0,,Official data
8052,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1976,1976,tonnes,29278.0,,Official data
8053,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1977,1977,tonnes,38617.0,,Official data
8054,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1978,1978,tonnes,34953.0,,Official data
8055,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1979,1979,tonnes,33409.0,,Official data
8056,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1980,1980,tonnes,39405.0,,Official data
8057,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1981,1981,tonnes,31711.0,,Official data
8058,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1982,1982,tonnes,30739.0,,Official data
8059,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1983,1983,tonnes,28679.0,,Official data
8060,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1984,1984,tonnes,24353.0,,Official data
8061,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1985,1985,tonnes,28217.0,,Official data
8062,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1986,1986,tonnes,23673.0,,Official data
8063,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1987,1987,tonnes,27623.0,,Official data
8064,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1988,1988,tonnes,23300.0,,Official data
8065,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1989,1989,tonnes,21272.0,,Official data
8066,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1990,1990,tonnes,18464.0,,Official data
8067,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1991,1991,tonnes,18440.0,,Official data
8068,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1992,1992,tonnes,21144.0,,Official data
8069,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1993,1993,tonnes,18029.0,,Official data
8070,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1994,1994,tonnes,14807.0,,Official data
8071,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1995,1995,tonnes,15230.0,,Official data
8072,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1996,1996,tonnes,17423.0,,Official data
8073,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1997,1997,tonnes,15506.0,,Official data
8074,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1998,1998,tonnes,18371.0,,Official data
8075,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,1999,1999,tonnes,20188.0,,Official data
8076,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,2000,2000,tonnes,20608.0,,Official data
8077,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,2001,2001,tonnes,17457.0,,Official data
8078,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,2002,2002,tonnes,14513.0,,Official data
8079,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,2003,2003,tonnes,15064.0,,Official data
8080,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,2004,2004,tonnes,13342.0,,Official data
8081,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,2005,2005,tonnes,10864.0,,Official data
8082,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,2006,2006,tonnes,13977.0,,Official data
8083,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,2007,2007,tonnes,11866.0,,Official data
8084,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,2008,2008,tonnes,9564.0,,Official data
8085,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,2009,2009,tonnes,8400.0,,Official data
8086,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,2010,2010,tonnes,7833.0,,Official data
8087,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,2011,2011,tonnes,8987.0,,Official data
8088,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,2012,2012,tonnes,7938.0,,Official data
8089,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,2013,2013,tonnes,10426.0,,Official data
8090,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,2014,2014,tonnes,9162.0,,Official data
8091,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,2015,2015,tonnes,8965.0,,Official data
8092,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,2016,2016,tonnes,8306.0,,Official data
8093,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,2017,2017,tonnes,9505.0,,Official data
8094,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,2018,2018,tonnes,8627.0,,Official data
8095,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,2019,2019,tonnes,9247.0,,Official data
8096,QCL,Crops and livestock products,33,Canada,5510,Production,521,Pears,2020,2020,tonnes,8245.0,,Official data
8577,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1961,1961,tonnes,19000.0,F,FAO estimate
8578,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1962,1962,tonnes,19000.0,F,FAO estimate
8579,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1963,1963,tonnes,20000.0,F,FAO estimate
8580,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1964,1964,tonnes,20000.0,F,FAO estimate
8581,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1965,1965,tonnes,24000.0,,Official data
8582,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1966,1966,tonnes,25000.0,,Official data
8583,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1967,1967,tonnes,26000.0,,Official data
8584,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1968,1968,tonnes,28000.0,,Official data
8585,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1969,1969,tonnes,29000.0,,Official data
8586,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1970,1970,tonnes,30000.0,,Official data
8587,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1971,1971,tonnes,33000.0,,Official data
8588,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1972,1972,tonnes,33000.0,F,FAO estimate
8589,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1973,1973,tonnes,31000.0,,Official data
8590,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1974,1974,tonnes,32545.0,,Official data
8591,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1975,1975,tonnes,33800.0,,Official data
8592,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1976,1976,tonnes,35500.0,,Official data
8593,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1977,1977,tonnes,37500.0,,Official data
8594,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1978,1978,tonnes,38150.0,,Official data
8595,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1979,1979,tonnes,38252.0,,Official data
8596,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1980,1980,tonnes,43095.0,,Official data
8597,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1981,1981,tonnes,45500.0,,Official data
8598,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1982,1982,tonnes,50550.0,,Official data
8599,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1983,1983,tonnes,57000.0,,Official data
8600,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1984,1984,tonnes,66000.0,,Official data
8601,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1985,1985,tonnes,71000.0,,Official data
8602,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1986,1986,tonnes,78000.0,,Official data
8603,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1987,1987,tonnes,84000.0,,Official data
8604,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1988,1988,tonnes,99000.0,,Official data
8605,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1989,1989,tonnes,119000.0,,Official data
8606,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1990,1990,tonnes,140200.0,,Official data
8607,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1991,1991,tonnes,165000.0,,Official data
8608,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1992,1992,tonnes,180000.0,,Official data
8609,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1993,1993,tonnes,210000.0,,Official data
8610,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1994,1994,tonnes,230000.0,,Official data
8611,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1995,1995,tonnes,280000.0,,Official data
8612,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1996,1996,tonnes,322000.0,,Official data
8613,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1997,1997,tonnes,300000.0,,Official data
8614,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1998,1998,tonnes,275000.0,,Official data
8615,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,1999,1999,tonnes,265000.0,,Official data
8616,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,2000,2000,tonnes,210000.0,,Official data
8617,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,2001,2001,tonnes,205000.0,,Official data
8618,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,2002,2002,tonnes,203000.0,,Official data
8619,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,2003,2003,tonnes,205000.0,,Official data
8620,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,2004,2004,tonnes,210000.0,,Official data
8621,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,2005,2005,tonnes,210000.0,,Official data
8622,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,2006,2006,tonnes,199000.0,,Official data
8623,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,2007,2007,tonnes,195000.0,,Official data
8624,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,2008,2008,tonnes,185000.0,F,FAO estimate
8625,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,2009,2009,tonnes,191000.0,F,FAO estimate
8626,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,2010,2010,tonnes,181887.0,Im,FAO data based on imputation methodology
8627,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,2011,2011,tonnes,199143.0,Im,FAO data based on imputation methodology
8628,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,2012,2012,tonnes,202347.0,Im,FAO data based on imputation methodology
8629,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,2013,2013,tonnes,230321.0,Im,FAO data based on imputation methodology
8630,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,2014,2014,tonnes,245025.0,Im,FAO data based on imputation methodology
8631,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,2015,2015,tonnes,279630.0,Im,FAO data based on imputation methodology
8632,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,2016,2016,tonnes,292630.0,Im,FAO data based on imputation methodology
8633,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,2017,2017,tonnes,297850.0,Im,FAO data based on imputation methodology
8634,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,2018,2018,tonnes,280599.0,Im,FAO data based on imputation methodology
8635,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,2019,2019,tonnes,254250.0,Im,FAO data based on imputation methodology
8636,QCL,Crops and livestock products,40,Chile,5510,Production,521,Pears,2020,2020,tonnes,244995.0,Im,FAO data based on imputation methodology
9027,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1961,1961,tonnes,481963.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9028,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1962,1962,tonnes,443932.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9029,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1963,1963,tonnes,501101.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9030,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1964,1964,tonnes,501391.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9031,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1965,1965,tonnes,514296.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9032,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1966,1966,tonnes,603741.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9033,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1967,1967,tonnes,659791.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9034,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1968,1968,tonnes,700767.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9035,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1969,1969,tonnes,639942.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9036,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1970,1970,tonnes,677749.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9037,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1971,1971,tonnes,855181.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9038,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1972,1972,tonnes,1089012.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9039,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1973,1973,tonnes,1096605.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9040,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1974,1974,tonnes,1193838.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9041,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1975,1975,tonnes,1162418.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9042,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1976,1976,tonnes,1325605.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9043,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1977,1977,tonnes,1185770.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9044,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1978,1978,tonnes,1616807.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9045,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1979,1979,tonnes,1556942.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9046,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1980,1980,tonnes,1580958.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9047,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1981,1981,tonnes,1711199.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9048,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1982,1982,tonnes,1860744.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9049,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1983,1983,tonnes,1905241.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9050,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1984,1984,tonnes,2222124.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9051,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1985,1985,tonnes,2257347.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9052,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1986,1986,tonnes,2458291.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9053,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1987,1987,tonnes,2615292.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9054,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1988,1988,tonnes,2813072.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9055,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1989,1989,tonnes,2701654.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9056,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1990,1990,tonnes,2483809.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9057,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1991,1991,tonnes,2625255.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9058,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1992,1992,tonnes,2943695.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
9059,QCL,Crops and livestock products,351,China,5510,Production,521,Pears,1993,1993,tonnes,3323834.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
